wl,spn0.1
1975,0.032422746
1976,0.032156743
1977,0.031932605
1978,0.031745998
1979,0.03159259
1980,0.031468048
1981,0.031368038
1982,0.03128823
1983,0.031224288
1984,0.031171881
1985,0.031126677
1986,0.031084341
1987,0.031040541
1988,0.030990946
1989,0.03093122
1990,0.030857033
1991,0.030764051
1992,0.030647941
1993,0.030504371
1994,0.030329008
1995,0.030117518
1996,0.02986557
1997,0.02956883
1998,0.029263525
1999,0.028987986
2000,0.02874104
2001,0.028521513
2002,0.028328232
2003,0.028160023
2004,0.028015713
2005,0.027894127
2006,0.027794093
2007,0.027714436
2008,0.027653984
2009,0.027611562
2010,0.027585997
2011,0.027576116
2012,0.027580744
2013,0.027598709
2014,0.027628836
2015,0.027669952
2016,0.027720883
2017,0.027780456
2018,0.027847498
2019,0.027920834
2020,0.027999291
2021,0.028081695
2022,0.028166873
2023,0.028253652
2024,0.028340857
2025,0.028427315
2026,0.028511853
2027,0.028593296
2028,0.028670472
2029,0.028742206
2030,0.028807325
2031,0.028864656
2032,0.028916461
2033,0.028966265
2034,0.029014787
2035,0.029062748
2036,0.029110867
2037,0.029159864
2038,0.029210459
2039,0.029263371
2040,0.02931932
2041,0.029379026
2042,0.02944321
2043,0.029512589
2044,0.029587885
2045,0.029669817
2046,0.029759105
2047,0.029856468
2048,0.029962627
2049,0.030078301
2050,0.03020421
2051,0.030341073
2052,0.030489611
2053,0.030650543
2054,0.030824589
2055,0.031012469
2056,0.031214902
2057,0.031432608
2058,0.031666308
2059,0.03191672
2060,0.032184565
2061,0.032470562
2062,0.032775431
2063,0.033099892
2064,0.033444664
2065,0.033810468
2066,0.034192659
2067,0.034586131
2068,0.034990915
2069,0.035407038
2070,0.03583453
2071,0.03627342
2072,0.036723737
2073,0.03718551
2074,0.037658767
2075,0.038143539
2076,0.038639853
2077,0.03914774
2078,0.039667227
2079,0.040198344
2080,0.040741121
2081,0.041295585
2082,0.041861766
2083,0.042439694
2084,0.043029396
2085,0.043630902
2086,0.044244242
2087,0.044869443
2088,0.045506535
2089,0.046155548
2090,0.04681651
2091,0.047489449
2092,0.048174396
2093,0.048871379
2094,0.049580427
2095,0.050301569
2096,0.051034835
2097,0.051780252
2098,0.052537851
2099,0.05331611
2100,0.054122677
2101,0.054956333
2102,0.055815861
2103,0.056700043
2104,0.05760766
2105,0.058537495
2106,0.059488329
2107,0.060458944
2108,0.061448122
2109,0.062454644
2110,0.063477294
2111,0.064514852
2112,0.065566101
2113,0.066629822
2114,0.067704798
2115,0.068789809
2116,0.069883639
2117,0.070985069
2118,0.07209288
2119,0.073205856
2120,0.074322777
2121,0.075442426
2122,0.076563584
2123,0.077685033
2124,0.078805555
2125,0.079923933
2126,0.081038948
2127,0.082149381
2128,0.083254015
2129,0.084351632
2130,0.085441013
2131,0.086520941
2132,0.087590197
2133,0.088707851
2134,0.089928873
2135,0.091245895
2136,0.09265155
2137,0.094138468
2138,0.095699284
2139,0.097326627
2140,0.099013132
2141,0.10075143
2142,0.102534152
2143,0.104353932
2144,0.106203401
2145,0.108075192
2146,0.109961937
2147,0.111856267
2148,0.113750815
2149,0.115638213
2150,0.117511094
2151,0.119362089
2152,0.121183831
2153,0.122968951
2154,0.124710082
2155,0.126399856
2156,0.128030905
2157,0.129595861
2158,0.131087357
2159,0.132498024
2160,0.133820496
2161,0.135047402
2162,0.136171377
2163,0.137185052
2164,0.13808106
2165,0.138852031
2166,0.139529936
2167,0.140153107
2168,0.140723725
2169,0.141243971
2170,0.141716026
2171,0.14214207
2172,0.142524284
2173,0.142864848
2174,0.143165944
2175,0.143429751
2176,0.143658452
2177,0.143854225
2178,0.144019252
2179,0.144155714
2180,0.144265791
2181,0.144351663
2182,0.144415513
2183,0.144459519
2184,0.144485863
2185,0.144496726
2186,0.144494288
2187,0.14448073
2188,0.144458232
2189,0.144428976
2190,0.144395141
2191,0.144358909
2192,0.14432246
2193,0.144287974
2194,0.144257634
2195,0.144233618
2196,0.144218108
2197,0.144213285
2198,0.144221328
2199,0.14424442
2200,0.144208847
2201,0.144045182
2202,0.143762029
2203,0.143367996
2204,0.142871687
2205,0.142281709
2206,0.141606667
2207,0.140855167
2208,0.140035814
2209,0.139157215
2210,0.138227975
2211,0.1372567
2212,0.136251996
2213,0.135222468
2214,0.134176722
2215,0.133123365
2216,0.132071001
2217,0.131028236
2218,0.130003677
2219,0.129005928
2220,0.128043596
2221,0.127125287
2222,0.126259606
2223,0.125455159
2224,0.124720552
2225,0.12406439
2226,0.123495279
2227,0.123021826
2228,0.122652635
2229,0.122396312
2230,0.122261464
2231,0.122256696
2232,0.122390614
2233,0.122611533
2234,0.122861537
2235,0.123139883
2236,0.123445829
2237,0.123778632
2238,0.12413755
2239,0.12452184
2240,0.124930761
2241,0.125363569
2242,0.125819521
2243,0.126297876
2244,0.126797892
2245,0.127318824
2246,0.127859932
2247,0.128420472
2248,0.128999702
2249,0.129596879
2250,0.130211262
2251,0.130842107
2252,0.131488672
2253,0.132150215
2254,0.132825993
2255,0.133515264
2256,0.134217285
2257,0.134931313
2258,0.135656607
2259,0.136392423
2260,0.13713802
2261,0.137892654
2262,0.138655583
2263,0.139426065
2264,0.140203358
2265,0.140986718
2266,0.141775404
2267,0.142646376
2268,0.143670658
2269,0.1448386
2270,0.146140551
2271,0.147566863
2272,0.149107884
2273,0.150753966
2274,0.152495458
2275,0.154322711
2276,0.156226073
2277,0.158195896
2278,0.16022253
2279,0.162296325
2280,0.16440763
2281,0.166546796
2282,0.168704173
2283,0.170870111
2284,0.17303496
2285,0.17518907
2286,0.177322791
2287,0.179426474
2288,0.181490468
2289,0.183505124
2290,0.185460791
2291,0.18734782
2292,0.189156561
2293,0.190877363
2294,0.192500578
2295,0.194016554
2296,0.195415643
2297,0.196688194
2298,0.197824557
2299,0.198815083
2300,0.199710808
2301,0.200569607
2302,0.201392084
2303,0.202178844
2304,0.202930492
2305,0.203647632
2306,0.204330868
2307,0.204980807
2308,0.205598052
2309,0.206183208
2310,0.20673688
2311,0.207259672
2312,0.207752189
2313,0.208215036
2314,0.208648818
2315,0.209054139
2316,0.209431604
2317,0.209781817
2318,0.210105383
2319,0.210402908
2320,0.210674995
2321,0.210922249
2322,0.211145275
2323,0.211344678
2324,0.211521063
2325,0.211675033
2326,0.211807194
2327,0.211918151
2328,0.212008508
2329,0.212078869
2330,0.21212984
2331,0.212162026
2332,0.21217603
2333,0.212172457
2334,0.212111262
2335,0.211955866
2336,0.211712074
2337,0.211385695
2338,0.210982533
2339,0.210508395
2340,0.209969088
2341,0.209370418
2342,0.208718191
2343,0.208018215
2344,0.207276294
2345,0.206498237
2346,0.205689848
2347,0.204856935
2348,0.204005303
2349,0.20314076
2350,0.202269112
2351,0.201396164
2352,0.200527724
2353,0.199669598
2354,0.198827592
2355,0.198007512
2356,0.197215166
2357,0.196456359
2358,0.195736897
2359,0.195062588
2360,0.194439238
2361,0.193872653
2362,0.193368638
2363,0.192933002
2364,0.19257155
2365,0.192290088
2366,0.192094424
2367,0.191964961
2368,0.191876269
2369,0.191825404
2370,0.191809421
2371,0.191825373
2372,0.191870317
2373,0.191941307
2374,0.192035398
2375,0.192149645
2376,0.192281102
2377,0.192426825
2378,0.192583868
2379,0.192749286
2380,0.192920135
2381,0.193093469
2382,0.193266343
2383,0.193435811
2384,0.193598929
2385,0.193752752
2386,0.193894334
2387,0.19402073
2388,0.194128996
2389,0.194216185
2390,0.194279354
2391,0.194315556
2392,0.194321847
2393,0.194295281
2394,0.194232914
2395,0.1941318
2396,0.193988995
2397,0.193801552
2398,0.193566528
2399,0.193280976
2400,0.192941952
2401,0.192584447
2402,0.192243965
2403,0.191918329
2404,0.191605359
2405,0.191302879
2406,0.191008711
2407,0.190720676
2408,0.190436596
2409,0.190154295
2410,0.189871593
2411,0.189586314
2412,0.189296279
2413,0.18899931
2414,0.18869323
2415,0.188375861
2416,0.188045025
2417,0.187698543
2418,0.187334239
2419,0.186949934
2420,0.18654345
2421,0.18611261
2422,0.185655235
2423,0.185169149
2424,0.184652172
2425,0.184102127
2426,0.183516837
2427,0.182894123
2428,0.182231807
2429,0.181527713
2430,0.18077966
2431,0.179985473
2432,0.179142973
2433,0.178249982
2434,0.177325561
2435,0.176389777
2436,0.175441961
2437,0.174481442
2438,0.173507552
2439,0.172519621
2440,0.17151698
2441,0.170498959
2442,0.169464889
2443,0.168414101
2444,0.167345924
2445,0.16625969
2446,0.16515473
2447,0.164030372
2448,0.16288595
2449,0.161720792
2450,0.16053423
2451,0.159325593
2452,0.158094214
2453,0.156839421
2454,0.155560547
2455,0.15425692
2456,0.152927873
2457,0.151572735
2458,0.150190837
2459,0.14878151
2460,0.147344085
2461,0.145877891
2462,0.144382259
2463,0.142856521
2464,0.141300006
2465,0.139712045
2466,0.138091969
2467,0.136439108
2468,0.134754265
2469,0.133038871
2470,0.131293196
2471,0.12951751
2472,0.127712086
2473,0.125877193
2474,0.124013102
2475,0.122120085
2476,0.120198412
2477,0.118248355
2478,0.116270183
2479,0.114264167
2480,0.11223058
2481,0.110169691
2482,0.108081771
2483,0.105967091
2484,0.103825923
2485,0.101658536
2486,0.099465202
2487,0.097246192
2488,0.095001776
2489,0.092732225
2490,0.090437811
2491,0.088118804
2492,0.085775474
2493,0.083408093
2494,0.081016932
2495,0.078602261
2496,0.076164352
2497,0.073703474
2498,0.0712199
2499,0.068713899
2500,0.066185744
